371.3839576	299.9969436
377.4026844	298.2579679
378.0258114	298.1785059
381.4240249	295.9413698
382.4046042	294.9817241
382.7161681	290.1804379
382.7306589	289.9512235
383.1509076	289.6578281
383.5590794	288.9182286
383.8682278	288.7195753
383.573571	288.5331478
383.8078469	288.4506304
384.1822063	288.3406073
383.6750096	288.1602916
384.1242407	287.6346254
385.4671024	287.4757036
384.0517844	287.3228936
384.3319497	287.3228936
384.5493195	287.1700836
383.7933553	287.1120156
384.0372928	286.8033403
384.3077973	286.7085972
385.1990133	286.5894059
385.7520985	286.4090901
384.2546626	286.1921003
384.3657629	286.0606843
384.0445382	285.8589746
385.5443895	285.7978512
385.2038441	285.6969964
384.464787	285.672547
385.2062587	285.6114226
384.0614452	285.5900297
384.2836449	285.5289053
385.7907425	285.4433315
385.312529	285.3974893
385.7424377	285.3424777
385.2593943	285.3149719
385.7786663	285.2966344
234.7501595	285.1866113
384.7063082	285.1804995
384.027632	284.8657102
385.4695178	284.8412609
384.7473677	284.7587435
385.5733727	284.6731698
385.814894	284.6487204
385.3463422	284.5203609
384.7835954	284.4897987
385.8197248	284.4897987
371.8500949	284.4072813
385.5926943	284.3125393
384.8632979	284.2453031
385.3632483	284.2391902
384.9357542	284.0710991
385.5830335	283.98247
385.6313374	283.5301529
384.5203371	283.4751414
384.8657133	283.3926241
234.9337161	283.3162185
237.2619879	283.297881
371.8742472	283.129791
230.7529714	283.0900605
228.0938142	283.0014303
236.5519131	282.9953174
237.6435927	282.9647563
385.6361682	282.7599912
384.8560525	282.7019232
233.5884391	282.6469117
385.0275329	282.5613379
371.2776881	282.5430003
231.1321608	282.4574277
231.9122765	282.3565728
230.4607291	282.3504599
385.6748114	282.3412917
385.0710069	282.2740555
229.9293809	282.2312686
229.3110848	282.0845715
233.0232777	282.0081659
386.04434	281.9928848
228.7845674	281.9623237
386.0660769	281.8767499
228.3812257	281.8675806
227.5528052	281.7300517
371.3042559	281.6933777
232.4846833	281.6200286
234.0159323	281.5161184
385.7979879	281.4886126
385.087913	281.4152635
226.1954519	281.3877577
232.6948076	281.3694213
231.9026157	281.2807911
371.1520971	281.2257795
385.9525621	280.9935086
227.6566593	280.94461
230.4414075	280.8773726
230.7239882	280.8712609
386.1964988	280.8712609
231.001739	280.8193058
228.9608778	280.7856871
386.0153576	280.6023149
370.9999383	280.464786
371.4177708	280.3669887
386.1602711	280.1591671
230.6273795	280.0002443
223.248884	279.9268962
386.3124299	279.7099054
221.5485691	279.648782
232.2093488	279.5693212
374.5599714	279.4990285
230.2602664	279.2361954
369.2996233	279.1659027
369.9444872	279.1322841
386.2496335	279.0283739
371.2197226	278.9641941
386.3051837	278.3254483
386.4621733	278.3071108
369.932411	277.9128617
386.4186994	277.8731313
386.4307756	277.6500286
386.5467058	277.6255793
386.3873016	277.3291275
385.793157	277.2435548
372.7558025	277.2252173
370.6038419	277.0571262
386.2230666	277.0051711
380.6559854	276.800406
370.5362155	276.763732
371.1013769	276.6812147
381.0786487	276.5742469
385.8390464	276.5008989
386.5660274	276.341976
371.7027669	276.3022456
386.4186994	276.2350094
378.6151251	275.9905138
378.7648685	275.8071416
386.2423881	275.7399054
374.3764149	275.7246243
386.3776408	275.5748707
386.5732736	275.5443085
386.3051837	275.299813
386.1699319	275.110329
381.0979703	275.0828232
377.3785329	274.9391814
377.3519651	274.841383
386.4186994	274.425741
366.9713515	274.3829541
219.3265676	274.1231775
369.024288	274.0926152
366.6501277	274.0467719
369.0991597	273.8756255
386.0636624	273.8267257
369.2682256	273.6861404
368.9107732	273.5608362
369.6329233	273.5241622
368.7054796	273.3652404
382.660618	272.8029002
367.3215586	272.5492353
365.8048011	272.5186731
